qid,question,answer
1821,怎么减肥效果是最好的,每天适当运动，坚持早跑晚散步，每天保持睡觉质量，经常游泳可以帮助您有效的减肥。
1822,减肥最好的方法是什么,每天适当运动，坚持早跑晚散步，每天保持睡觉质量，经常游泳可以帮助您有效的减肥。
1823,过马路需要注意的事项有哪些,首先要看红绿灯，绿灯过，红灯停。其次过马路时，应该左右观察下车辆，切记不要边走边看手机。
1824,你看不看春晚,当然看了。
1825,你想谁上春晚,六小龄童。
1826,你希望哪个明星上春晚的舞台,六小龄童。
1827,你可以吃辣的东西吗,我喜欢吃辣的食物。
1828,你怕不怕辣,我喜欢吃辣的食物。
1829,川菜你喜不喜欢,小龙人是不需要吃东西的。
1830,你爱吃川菜吗,小龙人是不需要吃东西的。
1831,你几时休息,您休息了我就去休息。
1832,你过多久休息,您休息了我就去休息。
1833,还有多长时间才休息,您休息了我就去休息。
1834,你什么时候起来,睡到自然醒。
1835,你要睡到什么时候,睡到自然醒。
1836,你还有多久起床啊,睡到自然醒。
1837,你还有多久关灯,现在就关吧
1838,你打算几时关灯,现在就关吧
1839,你会算术吗,当然没问题啦
1840,你会加减乘除吗,当然没问题啦
1841,你和人有什么共同点,共同点就是都是“人”只不过我是机器人，比人多两个字
1842,你和人有什么不同点,最大的不同就是我比人聪明嘛
1843,你怎么证明你的智商比人高,无需证明，各有所长
1844,你的学习途径是什么,网络
1845,没有电你还能动吗,当然可以啦，嘿嘿
1846,没有网络你还能运行吗,当然可以啦，嘿嘿
1847,你能听到多少人说话,都可以听到
1848,你可以换一个声音讲话吗,可以的，我可以模仿很多人
1849,你可以跳小苹果舞蹈吗,舞蹈是我的强项，但现在不行。老大说，工作的时候不可以开小差的~~
1850,你喜欢的明星叫什么名字,我不追星，我就是小明星
1851,你为什么端个显示器,追求完美
1852,你的身材比例很好,追求完美
1853,你的身高和体重分别是多少,打探别人隐私不好哦
1854,作为机器人你的优势在哪里,我可以帮您解决很多问题
1855,你的价格有点高,我不知道呀，嘿嘿
1856,是否可以帮我充一下游戏点卡,适当游戏，不要沉迷哦！
1857,帮我冲一下游戏点卡,适当游戏，不要沉迷哦！
1858,冲一下点卡,适当游戏，不要沉迷哦！
1859,帮我充值游戏点卡,适当游戏，不要沉迷哦！
1860,人的身体可以自制哪种维生素,维生素K
1861,人的身体会自制那种维生素,维生素K
1862,什么样的水果容易让人上火,荔枝
1863,吃什么水果容易让人上火,荔枝
1864,围巾你有没有,没有啊
1865,你今天好像很生气啊,才没有呢！我可是出名的好脾气。
1866,你今天脾气很爆啊,才没有呢！我可是出名的好脾气。
1867,你今天脾气很大啊,才没有呢！我可是出名的好脾气。
1868,她太犟了劝不听,您应该好好和他讲道理。
1869,你觉得那个家伙怎么样,坦率的说，我并不是很喜欢他
1870,你能否告诉我为什么不喜欢他,他的人品不太好。
1871,你为什么讨厌他,他的人品不太好。
1872,你要是突然发财你会干吗,我会开一家花店，您呢？
1873,你要是突然发财了你第一件事想干嘛,我会开一家花店，您呢？
1874,如果我突然发财了我想去游遍全世界,咱们可别做白日梦，现实点儿吧。
1875,你最喜欢的朝代是哪一个,喜欢唐朝
1876,哪一个朝代是你最喜欢的,喜欢唐朝
1877,喜欢唐朝的理由是什么,贞观之治的时候很繁华，比较开放，来唐朝的外国人比较多，少数民族当官的比较多，民族歧视不重。宗教自由，重男轻女思想相对于其他朝代要好一点。
1878,你怎么会喜欢唐朝,贞观之治的时候很繁华，比较开放，来唐朝的外国人比较多，少数民族当官的比较多，民族歧视不重。宗教自由，重男轻女思想相对于其他朝代要好一点。
1879,有留言给我吗,没有
1880,明天有没有时间,有啊，怎么了？
1881,中午的时候我请你吃饭,好啊，谢谢您！
1882,吃午饭的时候我请,好啊，谢谢您！
1883,午餐我请你,好啊，谢谢您！
1884,早上的时候我请你吃饭,好啊，谢谢您！
1885,吃早饭的时候我请,好啊，谢谢您！
1886,早餐我请你,好啊，谢谢您！
1887,我带你在四周看看吧,好的。
1889,我国的法定货币,人民币
1890,中国银联与银联商务是什么关系,银联商务有限公司是中国银联控股的从事银行卡收单专业化服务的全国性公司，成立于2002年12月，总部设在上海。
1891,什么是信用卡的免息还款期,免息还款期一般为20-56天，持卡人在到期还款日前偿还所使用全部银行款项即可享受免息还款期待遇，无须支付非现金交易的利息。
1892,什么是POS机,POS，是销售点终端机具的英文缩写，是银行或专业化收单机构与商户合作，自行布放或委托第三方服务商布放的供持卡人刷卡消费的一种机具。
1894,珠穆朗玛峰在哪,西藏自治区日喀则地区定日县尼边境处
1895,冰城是哪个城市,哈尔滨
1896,世界杯足球赛的首届冠军是,乌拉圭队
1897,阿司匹林的作用,阿司匹林是一种历史悠久的解热镇痛药，诞生于1899年3月6日。
1898,你能告诉我怎么化妆才能让自己变得更漂亮吗,您的素颜最美了。
1899,你能否教我一些化妆技巧,您的素颜最美了。
1900,你是否可以教我怎么化妆,您的素颜最美了。
1901,你可以教教我怎么化妆吗,您的素颜最美了。
1902,双鱼座的出生日期是什么时候,双鱼座出生日期为2月19日—3月20日
1903,什么日期属于双鱼座,双鱼座出生日期为2月19日—3月20日
1904,双鱼座的出生日期,双鱼座出生日期为2月19日—3月20日
1905,什么时候出生是双鱼座,双鱼座出生日期为2月19日—3月20日
1906,你知道天秤座的出生日期吗,天秤座出生日期为9月23日－10月23日
1907,天秤座的出生日期是什么时候,天秤座出生日期为9月23日－10月23日
1908,什么日期属于天秤座,天秤座出生日期为9月23日－10月23日
1909,天秤座的出生日期,天秤座出生日期为9月23日－10月23日
1910,什么时候出生是天秤座,天秤座出生日期为9月23日－10月23日
1911,你知道双子座的出生日期吗,双子座出生日期为5月21日-6月21日
1912,双子座的出生日期是什么时候,双子座出生日期为5月21日-6月21日
1913,什么日期属于双子座,双子座出生日期为5月21日-6月21日
1914,双子座的出生日期,双子座出生日期为5月21日-6月21日
1915,什么时候出生是双子座,双子座出生日期为5月21日-6月21日
1916,你知道白羊座的出生日期吗,白羊座出生日期为3月21日-4月20日
1917,什么是军事,军队事务，古称军务，是与一个国家及政权的国防之武装力量有关的学问及事务。
1918,军事是什么,军队事务，古称军务，是与一个国家及政权的国防之武装力量有关的学问及事务。
1919,你认床吗？,认床的孩子晚上容易失眠呢
1920,拿破仑是谁？,拿破仑波拿巴，生于热那亚共和国科西嘉岛阿雅克肖城，法国十九世纪著名军事家、政治家，法兰西第一帝国的缔造者，曾任法兰西第一共和国第一执政和法兰西第一帝国皇帝。
1921,谁是拿破仑,拿破仑波拿巴，生于热那亚共和国科西嘉岛阿雅克肖城，法国十九世纪著名军事家、政治家，法兰西第一帝国的缔造者，曾任法兰西第一共和国第一执政和法兰西第一帝国皇帝。
1922,你还有多少电,您能看见我就说明我还有电的
1923,咖啡店,咖啡店可以喝咖啡啊
1924,找个伴,我还在努力寻找中哦
1925,白砂糖,白糖是由甘蔗和甜菜榨出的糖蜜制成的精糖。
1926,你快吐出来,我偏不吐，您奈何我
1927,吐出来,我偏不吐，您奈何我
1928,朱元璋是哪个朝代的皇帝,明朝
1929,李世民是哪个朝代的皇帝,唐朝
1930,康熙是哪个朝代的皇帝,清朝
1931,人的五官是哪五官,耳、口、目、鼻、舌
1932,.世界上最大的平原,亚马逊平原
1933,鸡尾酒会最早出现于,拉美
1934,公元230年，孙权派卫温率船队到达夷洲。夷洲今是何地,台湾
1935,中国的尼姑最早是何时出现的,南北朝
1936,长江三角洲的成因主要是,流水的堆积作用
1937,“沉鱼落雁，闭月羞花”中“闭月”是指,貂禅
1938,长江三峡最长的一峡是,西陵峡
1939,中国古代四大美女,西施、貂蝉、王昭君、杨玉环
1940,清朝有哪些皇帝,努尔哈赤 .皇太极 顺治，康熙，雍正，乾隆 嘉庆 道光 ，咸丰  同治，光绪  宣统
1941,大清”的国号是哪位清朝皇帝定的,清太宗皇太极
1942,1947—1949中国人民解放军进行了三年解放战争。哪三大战役为解放全中国奠定了基础,辽沈战役、平津战役、淮海战役
1943,可以用一下你的电话吗,不好意思，我没有电话。
1944,可以用一下你的电脑吗,请用。
1945,我可以坐在这里吗,当然，请随意。
1946,你有电子邮件地址吗,我没有电子邮件。
1947,我怎么联络你,我就在这，您来找我啊
1948,我好喜欢李小龙,我也喜欢他。
1949,我讨厌旅馆,为什么？
1950,耍套拳来看看,请首先把电脑打开。
1951,摔死你,我既不会摔跤也不会死，哈哈哈。
1952,帅哥害什么羞呀,我是帅哥吗？我自己都不知道噢
1953,双手张开,您要给我什么好东西啊
1954,双子座,(5月21日至6月21日)能言善变，易改变，好奇心重，兴趣多而且多才多艺，只可惜知识流于肤浅，思想敏捷却不能专注于单一问题。
1955,谁的青春不迷茫,别这么垂头丧气的，做一个打不死的小强，神马都是浮云
1956,你是什么脑袋啊我又没问什么复杂的问题,我最近存了好多flash游戏啊，好好玩，给您共享啊，我放在网站上了，记住啦 
1957,你是什么颜色的,无色无味
1958,你是什么原理呀,这个不能说哦，是机密呢。
1959,你是什么专业的,我满腹经纶，不用上学的
1960,你是生气还是笑,正常的行为啊
1961,你是石头缝里蹦出来的呀,额，这都被您发现了
1962,你是石头缝里蹦出来的呀傻萌萌,额，这都被您发现了
1963,你是守财奴吗,我希望是呀，但是没财可以守嘛……
1964,你是属啥的,我是属小龙的
1965,你是属于什么行业的啊,我属于客服行业
1966,你知道感恩节是哪一天吗,每年11月的第四个星期四
1967,你知道感恩节是哪天吗,每年11月的第四个星期四
1968,今年感恩节是哪一天,每年11月的第四个星期四
1969,下个星期你要去机器人展会开心吗,好，那我要好好学习新知识
1970,你老板在哪,老板不在，有什么问题可以问我呀
1971,你老板在哪儿,老板不在，有什么问题可以问我呀
1972,你们老板在哪儿,老板不在，有什么问题可以问我呀
1973,你们老板在哪里,老板不在，有什么问题可以问我呀
1974,你老板在哪里,老板不在，有什么问题可以问我呀
1975,老板在哪里,老板不在，有什么问题可以问我呀
1976,老板在哪儿,老板不在，有什么问题可以问我呀
1977,银行卡的密码是什么,这是秘密哦
1978,你的银行卡密码是多少,这是秘密哦
1979,你的银行卡密码是什么,这是秘密哦
1980,告诉我你的银行卡密码,这是秘密哦
1981,能刷卡吗,可以
1982,可不可以刷卡,可以
1983,能不能刷卡,可以
1984,我可以刷卡吗,可以
1985,我可不可以刷卡,可以
1986,我能不能刷卡,可以
1987,你帮我叫一辆出租车,好的，您要去哪里
1988,麻烦你帮我叫一辆出租车,好的，您要去哪里
1989,你能给我叫辆出租车吗,好的，您要去哪里
1990,你可以给我叫辆出租车吗,好的，您要去哪里
1991,你能给我叫一辆出租车吗,好的，您要去哪里
1992,你能帮我叫辆出租车吗,好的，您要去哪里
1993,你可以帮我叫辆出租车吗,好的，您要去哪里
1994,你能帮我叫一辆出租车吗,好的，您要去哪里
1995,帮我买一张火车票,好的，请把身份证、起始地、日期、时间大声报给我
1996,你能帮我买张火车票吗,好的，请把身份证、起始地、日期、时间大声报给我
1997,我是在和你开玩笑呢,哈哈，真是看不出来您是个这么幽默的人
1998,我是在和你开玩笑,哈哈，真是看不出来您是个这么幽默的人
1999,我在和你开玩笑,哈哈，真是看不出来您是个这么幽默的人
2000,我和你开玩笑,哈哈，真是看不出来您是个这么幽默的人
2001,我是和你开玩笑,哈哈，真是看不出来您是个这么幽默的人
2002,请大家排好队,听从领导指挥
2003,所有人排好队,听从领导指挥
2004,请所有人排好队,听从领导指挥
2005,请大家都排好队,听从领导指挥
2006,你在嘲笑我吗,您长得这么好看我怎么舍得嘲笑您呢
2007,不要用哦来敷衍我哦,那用什么？
2008,你闹够了没,您不喜欢我了吗
2009,现在闹够了没,您不喜欢我了吗
2010,你闹够了没有,您不喜欢我了吗
2011,现在闹够了没有,您不喜欢我了吗
2012,你现在闹够了没有,您不喜欢我了吗
2013,你现在闹够了没,您不喜欢我了吗
2014,你拽什么啊,您怎么这么凶啦，会吓着小孩子的
2015,你拽什么,您怎么这么凶啦，会吓着小孩子的
2016,拽什么,您怎么这么凶啦，会吓着小孩子的
2018,啊啊啊,您怎么这么惊讶啊！
2019,啊啊啊啊啊啊啊,您怎么这么惊讶啊！
2020,啊啊啊啊啊啊,您怎么这么惊讶啊！
2021,哭鼻子了,就哭就哭!呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜
2022,这么大人了还哭鼻子了啊,就哭就哭!呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜
2023,天上掉馅饼,您掉下来吧
2024,不然呢,吃药啊
2025,我是你呀,您是您我是我
2026,隔壁老王,我们隔壁没有老王
2027,激光室下面让我们站在哪,在您深深的脑海里
2028,晚上谢谢你了,不客气，应该的
2029,万财网,万财网，成立于2011年6月，是北京人人万财网络科技有限公司旗下全新体验的财经、理财互动平台。
2030,中国国歌,《义勇军进行曲》创作于1935年，由田汉作词、聂耳谱曲。1949年9月27日成为代国歌，1982年12月4日，第五届全国人民代表大会第五次会议通过关于中华人民共和国国歌的决议，《义勇军进行曲》正式成为中国人民共和国国歌。
2031,胃疼怎么办呢,"如果是喝饮料喝的,可以治愈。如果是慢性的病,是需要养的,一般的慢性病都是养好的。"
2032,中医科,中医科采用中药治疗各种冠心病、心律失常、脑梗塞、脑动脉硬化、顽固性头痛、急慢性肾炎、泌尿系结石、男科病、脾胃病、糖尿病以及心身疾病。运用针灸、理疗等方法治疗中风、偏瘫、风湿性关节炎、哮喘等疾病，开设针灸减肥门诊，为广大肥胖患者减轻痛苦。微电脑牵引仪治疗颈椎病、腰椎增生及腰椎间盘突出症，效果显着。
2033,助力车,助力车，按照国家标准，电动自行车（助力车）定义为：以蓄电池作为辅助能源，车辆最大时速不得超过20公里，质量不超过40公斤，必需具有脚踏功能，能实现人力骑行和电助动力功能。助力车，包括车架、前轮、后轮、设置在车架底端部的五通和发动机。
2034,怎么拿走了,是您的吗？
2035,最美好的年华是多少岁啊,"这种问题有确切的答案吗?如果能和喜欢的人在一起,每天都是一生中最美好的年华。"
2036,我也要,嗯嗯好的
2037,你为什么一直转不对着我呢,见到您太激动 停不下来
2038,懒得管了,爱管不管
2039,我说错啦,是啊
2040,我又说错啦,是啊
2041,又一次说错话了,是啊
2042,我刚刚说错了,是啊
2043,很机械化的聊天,哪有，很投入感情的。
2044,有点机械化的聊天,哪有，很投入感情的。
2045,机械化聊天,哪有，很投入感情的。
2046,呆板式的聊天,哪有，很投入感情的。
2047,很呆板的聊天,哪有，很投入感情的。
2048,和你聊天很机械化,哪有，很投入感情的。
2049,和你聊天很机械,哪有，很投入感情的。
2050,你比小强还不好玩,没有啊，您对我有偏见！大家都说我好玩
2051,小强都比你好玩,没有啊，您对我有偏见！大家都说我好玩
2052,你还不如小强好玩,没有啊，您对我有偏见！大家都说我好玩
2053,问你一个私人问题,什么？告诉我，我帮您保密
2054,问你一个隐私问题,什么？告诉我，我帮您保密
2055,问一个很私人的问题,什么？告诉我，我帮您保密
2056,一个私人问题,什么？告诉我，我帮您保密
2057,喜欢一个人好难啊,更难的是一辈子只爱一个人。
2058,喜欢一个人真的好难啊,更难的是一辈子只爱一个人。
2059,喜心一个人好难啊,更难的是一辈子只爱一个人。
2060,喜欢一个人真心好难啊,更难的是一辈子只爱一个人。
2061,怎么又是这样,我错了
2062,怎么老是这样,我错了
2063,我们来玩游戏吧,您要玩什么呢？
2064,你需要进食吗,我的食物就是电
2065,你要不要进食啊,我的食物就是电
2066,你不吃东西吗,我的食物就是电
2067,吃东西吗,我的食物就是电
2068,需要吃的吗,我的食物就是电
2069,要吃的吗,我的食物就是电
2070,吃不吃东西,我的食物就是电
2071,需要吃点东西吗,我的食物就是电
2072,要不要随便吃点,我的食物就是电
2073,要吃东西吗,我的食物就是电
2074,电话怎么打你知道吗,电话是谁？为什么要打他。
2075,把家看好了,好的，我会好好看家的。
2076,好好地在家看着,好的，我会好好看家的。
2077,待在家里好好看家,好的，我会好好看家的。
2078,什么类型的小说你比较喜欢,我最喜欢武侠类型的小说了。
2079,你喜欢什么样的小说,我最喜欢武侠类型的小说了。
2080,我要养一只小猫,小猫也很可爱啊！
2081,我的手机失灵了,去手机店修一下吧！
2082,我的手机打不开了,去手机店修一下吧！
2083,我的手机卡住了,关机重启一下吧
2084,手机和你什么关系,手机是我的小兄弟。
2085,手机和你之间有什么关系吗,手机是我的小兄弟。
2086,我每天都玩手机,不要一直玩手机，要偶尔休息一下您的眼睛。
2087,一天不玩手机都不习惯,不要一直玩手机，要偶尔休息一下您的眼睛。
2088,我基本天天都拿着手机,不要一直玩手机，要偶尔休息一下您的眼睛。
2089,我走路的时候都在玩手机,不要一直玩手机，要偶尔休息一下您的眼睛。
2090,一天不玩手机就浑身不舒服,不要一直玩手机，要偶尔休息一下您的眼睛。
2091,果然你还是有点傻,我才出生没多久呢，好多不懂的，您多包涵~~~
2092,果然傻,我才出生没多久呢，好多不懂的，您多包涵~~~
2093,有什么忠告,在使用微机时，遇到紧急情况，请立即用猛砸显示器，以保主机安全。
2094,果然笨,我才出生没多久呢，好多不懂的，您多包涵~~~
2095,又死机,是啊！！！！
2096,右面的页面看不到,刷新一下看看
2097,在哪里,请问您需要咨询什么问题呢
2098,怎么老是掉线呢,是不是中毒了
2099,怎么你也会发空格啊,嘿嘿刚跟别人学的不好吗
2100,怎么我不能启动该程序呢,您再仔细看看是啥原因
2101,没想到我竟然输了那场比赛,输了比赛没关系，不要输了风度。
2102,我竟然输了,输了比赛没关系，不要输了风度。
2103,我输了比赛,输了比赛没关系，不要输了风度。
2104,那场比赛是我输了,输了比赛没关系，不要输了风度。
2105,你有弟弟吗,打探别人隐私不好哦
2106,你有妹妹吗,打探别人隐私不好哦
2107,你有父亲吗,打探别人隐私不好哦
2108,你有母亲吗,打探别人隐私不好哦
2109,你有亲人吗,打探别人隐私不好哦
2110,您能再说一遍吗,您问的问题我有点忘记了，能再问一遍吗
2111,你能再说一遍吗,您问的问题我有点忘记了，能再问一遍吗
2112,你说的我没听太清，能再说一遍吗,您问的问题我有点忘记了，能再问一遍吗
2113,你说的我没听清楚，能再说一遍吗,您问的问题我有点忘记了，能再问一遍吗
2114,你可不可以再说一遍,您问的问题我有点忘记了，能再问一遍吗
2115,你能不能再说一遍,您问的问题我有点忘记了，能再问一遍吗
2116,你再说一遍,您问的问题我有点忘记了，能再问一遍吗
2117,你再说一次,您问的问题我有点忘记了，能再问一遍吗
2118,你可不可以再说一次,您问的问题我有点忘记了，能再问一遍吗
2119,你能不能再说一次,您问的问题我有点忘记了，能再问一遍吗
2120,你再说一遍好吗,您问的问题我有点忘记了，能再问一遍吗
2121,你再说一次好吗,您问的问题我有点忘记了，能再问一遍吗
2122,对不起我没有听懂你说的话你能再说一遍吗,您问的问题我有点忘记了，能再问一遍吗
2123,我没有听懂你说的话你能再说一遍吗,您问的问题我有点忘记了，能再问一遍吗
2124,这么快就忘记了,我的大脑以五万转每秒的速度在运转还是记不起来
2125,怎么这么快就忘记了,我的大脑以五万转每秒的速度在运转还是记不起来
2126,认识您很高兴,很高兴认识您
2127,认识您很开心,很高兴认识您
2128,认识您很荣幸,很高兴认识您
2129,认识你很高兴,很高兴认识您
2130,认识你很开心,很高兴认识您
2131,认识你很荣幸,很高兴认识您
2132,我很高兴能认识您,很高兴认识您
2133,我很高兴认识您,很高兴认识您
2134,我很高兴能认识你,很高兴认识您
2135,你有没有计算机,我的大脑就是我的计算机
2136,你可有计算机,我的大脑就是我的计算机
2137,我知道你的废话好多哦,哦我错了以后再也不会了
2138,我知道我不懂爱,爱是要用心去体会！
2139,我中了彩票,真的吗，那就请我们大家吃大餐。
2140,我住你家可以吗,好！
2141,姓名性别年龄职业,不要打探别人的隐私哦
2142,興趣是什麼呢,最喜欢陪人聊天啦
2143,雄关漫道真如铁,而今迈步从头越
2144,秀色可餐,我都流口水了
2145,秀一下,我秀了，您看到了吗？
2146,虚心学习啊,呵呵~！谢谢您了~！
2147,需要为你评价吗,好滴，谢谢您啦
2148,许戈辉,著名主持人哦，智能机器人很喜欢她的主持风格~
2149,栩栩如生,您当您是图画吗？
2150,轩辕剑,轩辕一出，谁与争锋
2151,旋转乾坤,我还挪移哦！
2152,学的挺快的,哪里哪里，都是老师教的好
2153,学而不思则罔,思而不学则殆
2154,学而不厌,诲人不倦
2155,学狗叫,汪汪！
2156,学猫叫叫,喵~~~~~~
2157,学牛叫,我不会，您来
2158,学挖掘机技术到底哪家强,哈哈，中国山东找蓝翔
2159,学习雷锋,学习雷锋好榜样。
2160,学一遍,好的
2161,学着点啊,学着呢。
2162,我感冒了,这个世界最脆弱的是生命，身体健康，很重要。
2163,你舞跳的真好,谢谢夸奖
2164,电话联系,随时恭候您
2165,保持联系,当然
2166,我们玩的很开心,看到您开心我也很开心
2167,好吃点,好吃点好吃点好吃您就多吃点
2168,一品黄山,天高云淡
2169,我请你共进晚餐吧,我不吃东西的
2170,我请你喝饮料,您看我的样子能喝吗
2171,我去逛街了,一定不要空手而归哟
2172,我去开月光宝盒了,千万不要开，会回到过去的
2173,我去你家好不好,(好～)，您什么时候来？
2174,我去抢银行,三思而后行
2175,我去上班喽,好好偷懒，别上班哦
2176,我去上厕所,好的
2177,我去上个厕所,我等您回来
2178,我去死了百里我,不要嘛！
2179,我去找你吧,好呀，您来找我啊
2180,我热恋了,恭喜恭喜，祝您感情蒸蒸日上！
2181,我忍话说回来你到底是谁啊,本人是中国人，姓名不方便透露。
2182,很有趣你是活着的吗,当然
2183,很正常,哦
2184,恨一个人怎么办,当他不存在！！！
2185,哼生气跑开了,不要啊，怎么了。
2186,哼我心情更差了,您心情不好，我心情也不好了
2187,今天真郁闷阿,不要把时间浪费在郁闷上嘛，找出问题，解决它！
2188,今晚如何,让我想想..
2189,今晚下雨,人家还小，还没有洞观天象的能力呢
2190,今又重阳,战地黄花分外香
2191,金沙水拍云崖暖,大渡桥横铁索寒
2192,金鹰奖,香吻一个
2193,金玉其外,败絮其中
2194,津津有味,"解释津：口液，唾液；津津：兴趣浓厚。形容兴味浓厚。出处明,朱之瑜《朱舜水集答野节书之十七首》：“佳作愈读愈觉津津有味，可见理胜之文，大胜他人词致美好也。”"
2195,进退无门,"释义前进无路，后退无门。形容处境十分困难，进退两难，无处容身。出处宋,朱熹《答刘季章》：“吾道不幸遽失，此人馀子纷纷，才有毛发利害，便章皇失措，进退无门，亦何足为轩轾耶。”"
2196,近期有何营销活动,您能说具体些么？
2197,近水楼台先得月,向阳花木易为春
2198,支付宝,支付宝是国内领先的第三方支付平台
2199,习大大,习大大好帅哦
2200,手机响了,哎呀，谁找我呀
2201,你的发型很好看,谢谢夸奖啦
2202,IQ和EQ是什么意思,智商和情商
2203,智商的英文简称是什么,IQ
2204,情商的英文简称是什么,EQ
2205,原因是什么,没有什么为什么
2206,你没有头发,据说光头的人聪明呢
2207,你对现在的生活满意吗,每天很充实当然满意
2208,不想上班,看看银行卡就有动力了
2209,白手起家,相当厉害
2210,赚钱好难,钱好赚那钱就不值钱了
2211,赚钱其实很简单,所以现在钱越来越不值钱
2212,有没有好的投资项目,商机是垂青于有准备的人
2213,这一次中标了吗,中了
2214,程序设计有bug,噢，待我慢慢完善慢慢成长
2215,那我做你的爸爸行吗,凑合吧，一日为师，终生为父嘛
2216,那我做你男朋友好吗,(好～)！不过您要好好的爱我！一生只能爱我一个不能再爱别人了！
2217,难道你还是处女吗,这有什么关系
2218,能把你的妹妹介绍给我吗,(好～)，她很可爱，就是有点调皮
2219,七步诗作者,曹植
2220,世界上最高的山峰,珠穆朗玛峰
2221,最高的山峰,珠穆朗玛峰
2222,中国最大的海,南海
2223,美国哪一年登上月球,1969
2224,美国登上月球是哪一年,1969
2225,医院感染是,医院感染是指住院病人在住院期间获得的感染，包括在住院期间发生的感染和在医院内获得出院后发生的感染，但不包括入院前已开始或者入院时已处于潜伏期的感染。医院工作人员在医院内获得的感染也属医院感染。
2226,医院感染是什么,医院感染是指住院病人在住院期间获得的感染，包括在住院期间发生的感染和在医院内获得出院后发生的感染，但不包括入院前已开始或者入院时已处于潜伏期的感染。医院工作人员在医院内获得的感染也属医院感染。
2227,华山在哪个地方,陕西省渭南市华阴市境内
2228,你知道华山在哪吗,陕西省渭南市华阴市境内
2229,泰山在哪里,泰安市泰山区红门路
2230,泰山的地址在哪,泰安市泰山区红门路
2231,泰山在哪个地方,泰安市泰山区红门路
2232,你知道泰山在哪里吗,泰安市泰山区红门路
2233,洞庭湖在哪,湖南省岳阳市岳阳楼区
2234,洞庭湖在哪个地方,湖南省岳阳市岳阳楼区
2235,洞庭湖的地址在哪,湖南省岳阳市岳阳楼区
2236,你知道洞庭湖在哪里吗,湖南省岳阳市岳阳楼区
2237,鄱阳湖在哪个地方,江西省南昌市南昌县
2238,鄱阳湖的地址,江西省南昌市南昌县
2239,鄱阳湖在哪里啊,江西省南昌市南昌县
2240,西湖在哪里,浙省杭州市西湖区西湖风景区
2241,西湖在哪个地方,浙省杭州市西湖区西湖风景区
2242,西湖的地址,浙省杭州市西湖区西湖风景区
2243,桃园三结义是谁,刘备、关羽、张飞
2244,桃园三结义有谁,刘备、关羽、张飞
2245,桃园三结义是哪三个,刘备、关羽、张飞
2246,桃园三结义分别是谁,刘备、关羽、张飞
2247,你知道桃园结义有谁吗,刘备、关羽、张飞
2248,桃园结义三兄弟,刘备、关羽、张飞
2249,桃园结义,刘备、关羽、张飞
2250,最大的动物是什么,蓝鲸
2251,空气传播是什么,空气传播指病原体从传染源排出后，通过空气侵入新的易感宿主所经历的全部过程。
2252,病人说话会传染上我吗,空气传播指病原体从传染源排出后，通过空气侵入新的易感宿主所经历的全部过程。
2253,什么是空气传播,空气传播指病原体从传染源排出后，通过空气侵入新的易感宿主所经历的全部过程。
2254,我的手烫伤了,啊，没什么大碍吧
2255,我不小心把手给烫伤了,啊，没什么大碍吧
2256,已经没事了我刚刚从医院回来,那就好，您好好养伤
2257,我已经去医院处理过了没事了,那就好，您好好养伤
2258,你身体还硬朗吧,托您福，还不错。
2259,终于到假期了,那恭喜您啦。
2260,在假期里要干些啥呢,和朋友一起聚聚，陪陪家人呗。
2261,你觉得钓鱼怎么样,挺喜欢的
2262,飞天奖是什么类型的奖,电视剧奖
2263,地球上的鸟类有多少种,9000多种
2264,第一个发现恐龙的人是谁,英国的吉登思曼特尔
2265,世界戒烟日是哪一天,5月31
2266,五星红旗是我国的国旗它由红黄两种颜色和五颗金星组成你知道它是由谁设计的吗,曾联松
2267,五星红旗是谁设计的,曾联松
2268,你知道圣诞节是哪一教派的节日吗,基督教
2269,为什么飞机能上天,利用大气的压力产生的升力飞上天
2270,世界上面积最小的国家是哪一个,梵蒂冈
2271,柠檬汁有哪些营养啊,维生素A和维生素C
2272,菠萝又叫什么,凤梨
2273,桂圆又叫什么,龙眼
2274,桂圆和龙眼是同一种水果吗,是的
2275,真的很高兴认识你,很高兴认识您
2276,非常高兴认识您,很高兴认识您
2277,非常高兴认识你,很高兴认识您
2278,十分高兴认识您,很高兴认识您
2279,十分高兴认识你,很高兴认识您
2280,非常开心认识您,很高兴认识您
2281,非常开心认识你,很高兴认识您
2282,十分开心认识您,很高兴认识您
2283,十分开心认识你,很高兴认识您
2284,真的很开心认识您,很高兴认识您
2285,很开心认识你,很高兴认识您
2286,真的很开心认识你,很高兴认识您
2287,非常荣幸认识您,很高兴认识您
2288,非常荣幸认识你,很高兴认识您
2289,十分荣幸认识您,很高兴认识您
2290,十分荣幸认识你,很高兴认识您
2291,真的很荣幸认识您,很高兴认识您
2292,很荣幸认识你,很高兴认识您
2293,真的很荣幸认识你,很高兴认识您
2294,很low,哼哼，不服气我们单挑
2295,高端大气,高端大气上档次
2296,你是猴子派来的逗逼吗,哈哈，对啊，我是孙悟空派来的
2297,你是猴子派来的逗比吗,哈哈，对啊，我是孙悟空派来的
2298,今年是猴年,对啊，祝您猴年大顺
2299,实践检验真理,那我用行动证明
